label,tweet
sadness,bagi rapot itu batin haha misalnya nih indikator kepercayaan diri teman kecil perlu dibimbing lebih baik lagi  di satu sisi ini jadi pengingat dan cambukan kalau aku pun krisis kepercayaan diri hehe
fear,iya kalau kita belum lulus terus ada begituan ngeri anjir apalagi ditanya soal kimia  fisika matematika 
happy,tahun ini kayanya pada na young suk ngasih kado ultah paling special    karena series njtw bakal lanjut di season ke  dan kalau aku tidak salah ini bakal jadi comeback nya kyuhyun abis wamil  chukae  
fear,punya trauma minum air galon  mungkin gara itu air galon kepapr sinar matahari secara langsung sebelum kebeli sama ibu  mangkanya berubah rasa dan pas aku minum guenya langsung muntah
sadness,mungkin saja allah mencubitku dengan ujiannya  mungkin saja allah sedang rindu  rindu pada rintihanku  rindu pada sujud panjangku  rindu puji pujianku padanya  atau bisa saja allah cemburu   karena aku lebih sayang dan merindukanmu  lelakiku  
happy,wah keren ya ada dimana yang mirip begitu  di pakai baju koko sarung lebih keren  di liaitukalia  pakaianya diganti jadi
fear,dan saat itu yang ngurus cuma aku  jujur degan  takut  panik karena harus berhubungan sama biro keuangan yang galaknya naujubile  cm bisa ngandelin modal nekatbuat ngomong saja ke birokrasi sama dikit telfon bbrp senior yang aku anggap dia tau segalanya ttg hal ini wk
love,aku sayang banget sama dia  dia juga sama sayang banget ke aku  aku sama dia udah dekat banget  dan selalu main bareng  belajar bareng  dan udah kan bisa jadi sahabat rasa pacar  jangan sedih dong  banyak cara untuk selalu bersama tanpa harus memiliki   
sadness,kl tidak bisa ngurus anak tidak usah punya anak sih ya allah kasian banget aku tidak tega anak disiksa seperti gitu  aku kalau udah punya anak nanti bakalan aku sayang banget    kenapasih harus melakukan kekerasan padahal anak kan titipan allah  harus dijaga  kalau salah ya dikasih tau baik baik 
sadness,kali ini ku merasa cinta memaksaku untuk bicara haruskah ku menerima jika kenyataannya berbeda atau ku biarkan saja semua yang terjadi tetap seperti ini mungkinkah ku yang akan memilikinya
fear,aku akan jadi takut bila hati aku dah mula sayang someone   takut ditinggalkan  takut berharap  takut berubah  takut hadapi realita bila something bad happen  pendek kata takut pada benda yang ke arah aku dan dia tidak bersama   
sadness,                        gini lho mas  amalan nu misal  tahlilan ziara kubur  yasinan  di bilang bid ah sesat sama kawan kawan  terus di jawab kadang sampai dilawan balik  disk
happy,disini tempat ternyaman   melihat seberapa indah matahari terbenamtempat dimana butuh waktu sendiri
anger,samin rasis sudah tua pikun sudah tidak punya rasa sehingga lupa statemenya melampui tuhan   nggugu karsane priyonggo   gonjak ganyuk ngelingsemi      
happy,siapa sih yang tidak ngiler lihat duit umat yang melimpah dan mudah menumpuknya   kecuali orang yang kuat imannya    metro tempo co amp  ketua baznas sebut bazis dki ilegal sandiaga uno beri penjelasan   twitter impression true
anger,emosi aku mentionan sama sheungwanie 
love,bidadari atau manusia idaman  akan udon pake kasih sayang pulangnya bawa pulang madu erikacang yang ku sayang semoga senyuman manismu semanis cintamu padaku 
fear,kok aku merinding sekaligus takut ya di    takut kejebak sama imajinasi sendiri bahwa diam diam ternyata di hidupku ada kehadiran orang yang kamu jelaskan itu dan aku tidak sadar   
fear,di kostan aku sering muncul  aku sama temen aku slalu matiin tapi muncul lagi dan akhirnya yang terakhir kita bakar sampai sekarang tidak pernah muncul lagi  takut banget sama ini sumpah
love, jangan takut negatif thinking tidak aka pernah kasih positif jadi tetap optimis saja   kalau pun besok terjadi something yang kamu tidak harapin tetap ingat tuhan saja i love ya
sadness,cewek itu paling tidak suka dikasarin  dibohongin  dicuekin dan didatengin pas ada butuhnya doang     
fear,sy kira belum saatnya  beliau perlu learning experience dulu lah  biar betul matang  ya jadi bupati wali kota  gubernur  baru capres wapres  apalagi usianya masih muda  indonesia tidak boleh jadi coba    
fear,abang aku takut tetiba ditelp sama pihak rs atau apa kali yak   secara doctag aku cantumin nama   no telp dia jadi kalau kenapa sama aku  dia yang bakal di telp
anger,   laporan saya sampai mana min  uang saya yang saya transfer dan udah kepotong  juta  tolong balikan ke atm saya saja  karena uangnya buat tambahan biaya pengobatan  no laporan saya 
fear,dunia maya    tadi lihat di ig  ngeri euy videonya    mana yang ngedamprat ceweknya badannya gede gempal yang diseruduk tidak bisa ngelawan
sadness,tibalah kita di penghujung persimpangan di penghujung jalan cinta kita berdua    terpaksa ku relakan tidak daya ku halangkan kerna ku tahu cintamu bukan lagi milikku   
love,happy annyversarry yang pertama kalinya    trsrah orang mau blng apa  aku tidak pdli   ini yang aku rasain slma blan   aku cukup bhagia sama kamu smuanya baik  saja  jangan ada mslh yy sayang  cemburu krna orang lain wajarkan   dan semoga kita juga makin mngrti satu sama lain 
anger,   aku bukanlah para penjilat pantat zohri seperti kalian    kalau pun kalian merasa iri dan takut akuanggap si zhri sebagai saudara  ambilah oleh kalian  jilatilah pantatnya setiap kali dia habis berak    kalau aku hiiiyyy     ambilhah semuaa   
happy,keinget dulu smnggu sblum kompre tiap malam nangis terus seminggu sblum ukmmpd nangis cemas takut  tidak tau apa  minder sama kawanskrng doa sudah terjawab  terimakasih yesusku
love,lu pasti kaget kan kenapa aku bisa sayang sama kamu  aku juga gatau wkwk padahal aku baru juga putus yekan  tapi kamu tau sendiri kita dekat sudah lama  sudah sering tuker pikiran  pendapat dan aku mau sekarang kita tuker perasaan
happy,mak gregah  lantas saya bangkit dari tempat duduk  mematikan saluran wi fi  dan membayar kopi  saya tinggalkan kajen  beralih ke masjid si mbah ronggo kusumo  ngemplak kidul yang ada di belakang rumah saya  ikut kawan  nabuh beduk 
fear,menunggu penjelasan dari yang bersangkutan dulu ndul    boleh di cc ndul  daku takut men cc nanti kena semprot orang yang mengaku paling dekil seantero tuiter
love, c  setelah eps  ini aku makin sayang ke semua trainee seperti aku ngeharep mereka semua bisa debut saja gitu tidak cuma lolos  bcs now i feel like they all deserve that
love,kamu memang dingin  tapi kamu perhatian  kamu keras  denganmu  aku diajarkan caranya jadi wanita yang tidak manja  tetap tangguh  ah sayang   
sadness,gue benci hutang tapi jujur juga belum bisa    lulus dari jeratannya  masih seneng sama dunia  tapi kalau bisnis udah pake uang yang kita saja belum tau laku berapa tapi udah mendahului allah  bakal abis buat nutupin tu bisnis 
fear,hmm thailand boleh juga tuh  kebetulan saya suka wisata kuliner sih  tapi ngeri disana banyak yang tidak halal  nanti malah tidak makan apa 
fear,niat awal mau belanja online  tapi begitu tau ekspedisi lagi overload dan itu pasti bakalan lama banget nyampenya mending batal dari pada tiap hari gegana nungguin paketan
fear,klo kemaren sih aku emng tidak pernh ngeplay video karena ya itu   takut tidak bisa tidur yang terakhir  omong-omong semoga kita tidak slh pilih jawaban saja buat voting selanjutnya 
sadness,   lepas pukul lima di tepi pelataran senja kau beri kode lewat tatapan mata  sempat aku mengira itu cinta  ternyata justru lara  setelah engkau berkata   minggu depan aku nikah  datang ya 
sadness,   reply  im not robot  fight for my way  its okay thats cinta  goblin itu yang inget kayaknya aku demen mewek terutama drama yang ditinggal meninggal gitu  emang cengeng   
fear,nah ini dia  aku dari awal ngeliat step  juga udah heran  gelas saja kalau dicelup ke air panas sama air dingin bergantian bisa pecah  gimana kulit wajah  udah ngeri duluan  jadi aku gapernah nyoba  ini 
sadness,   membayangkan dirimu bercengkerama dengan wanita wanita cantik barusan lumayan memantik api kecemburuannya lagi  sampai tanpa disadari ia mengerucutkan bibir dan mengerutkan kening  maka dari itu ia tidak menolak usapanmu di pipinya dan melirikm
anger,ganti provider saja  micha     daripada kamu gundul komplain tapi tidak ditanggepin  its loss  not yours       
happy,ustad    saya ingin bertanya  apakah mereka ini ustad yang mengajari  saya jadi curiga  karena saya ulang video ini tapi tetep ngakak
anger,dari kasusnya mang kosim dengan mba vv inimasih banyak dari sesama perempuan yang tidak menganggap sexual harassment itu sebagai ancaman malah justru dapat victim blaming  saya jadi semakin paham ternyata perempuan itu jauh lebih julit   jauh lebih judgemental ke sesama perempuan 
sadness,jika engkau menolak sebuah ketulusan  janganlah kau menolak    karena jika engkau menolak mungkin dia hanya senyum saja atau diam menganggukkan kepala  namun seseungguhnya dia tidak marah melainkan sedih  jika engkau buatnya sedih niscaya akan sulit lagi datang ketulusan   
happy,ikut belajar dan berlatih dengan keseharian militer ternyata banyak hikmahnya  terutama masalah kedisiplinan  yaitu     disiplin ibadah shalatnya tbm
love,dia taruh jari telunjuknya di jidatku  mangkanya  beli susu tuh diminum  vitaminnya jangan kelewat  kan ribet kalau mau jalan ke tempat umum tapi kamunya baru jalan menit udah kliyengan  aku senyum senyum sayang heheu
sadness,terkadang apa yang kau dapati dan miliki saat ini  ada orang lain yang menginginkanya juga  apapun itu  karena tidak semua beban bisa di tanggung oleh seorang gantleman  dialog dini hari 
anger,paling mlz kalau sudah ngliat orang ngomong komen dll kyk sudah bener suci atas sampai bawah tapi zonk     nanti kalau nyinyir jawabnya  berhijrah itu mudah kok  cuman istiqomahnya yang susah  iyee pahamm intinya eneg saja jilbab an kok musiman dulu kemane  ke mall  clubbing     curhatanpenuh sorry
sadness,fyi  dan bapak yang tadi ku temuin di stasiun itu dalam kondisi semua badannya dingin  mukanya pucat  kayanya belum makan  dia bawa kantong plastik yang isinya cuma air minum ukurankecil   
happy,      gitu amat mukanya ahahaha kemarin kalau taehyung kan cuma  oh kite menang lagi  ini jimin anjir hahahaha tengil banget mukanya
fear,segede gitu bisa makan anjing segede gitu  mungkin juga bisa makan anak kecil  kita bisa bilang ularnya kasian  karena kita ada ditempat aman  coba kalau kita disana  ngeri juga 
anger,fisik  apa itu yang kalian cari  apa kalau kamu mati ditanya seberapa ganteng kamu atau seberapa ganteng muka pacar kamu   sekali nasib anda
anger,masih bingung sama orang yang bilang  ganti presiden  aku sih its fine selama memang ada calon yang lebih mumpuni dari jokowi  tapi kenyataannya emang blom ada  dan lucunya lagi  mereka yang bermain politik golongan justru malah ngusung prabowo yang jelas sekuler    
sadness,  kalau lagi laper jam segini di jakarta gampang nyari makan  sedangkan disini  ada makanan sisa buka saja udah bersyukur dan iya  aku laper sekarang
love,di sini tempat tumpahnya kasih sayang seorang ibu dalam masakan  percayalah  tiada masakan yang paling sedap atas dunia ni kecuali masakan daripada air tangan seorang ibu  siapa setuju
sadness,         kok sedih ya baca ini  apa kabar ibu yang cuman fokus urus anak dan ibadah  duit ngepas jadi tidak ada budget bahkan buat beli bedak doang  badan melar karena ngabisin makan anak karena sayang uangnya kalau smp dibuang  tidak pantes dicintai suami
happy,heads up   warpaint    nah ini bandnya si mbak t tadi juga tidak kalah kece  walopun lagunya lebih ngepop dan lebih  mainstream  dari yang sebelumnya tapi tidak bikin ke kecean mbak ini luntur  aku suka banget so good  whiteout  sama the stall   
sadness,jatuh cinta dengan hati bisa bikin sakit hati  jatuh cinta dengan jiwa bisa bikin sakit jiwa  sudah  apa yang biasa saja jangan berlebihan  tidak baik
fear,   aku dikasih tau katanya kalbis nanti seperti praktikum    nya kalau tidak salah sih di luar negeri    tapi aku takut salah  kalau mau coba tanya yang lain
fear,entah kenapa jadi serem naik krl malem malem akibat cerita nyokap kalau adik iparnya itu pernah naik krl hantu  kereta hantu gitu  dari st  lenteng agung ke st  tebet  yah tapi itu tahun sebelum krl ber ac kayanya 
happy,menyembuhkan sakit tidak mesti pake obat ya seperti gini  lagi flu bersin demam order es krim tengah malam  kalau anak kampus bilang ini sih bm terpenuhi
happy,para raja dan sultan yang tergabung dalam forum silaturrahmi kraton nusantara merasa bangga dan terharu mendapat undangan dari presiden    ke istana  menurut mereka presiden benar memperhatikan budaya nusantara   
happy,sok tahu sangat deh wkwk haha daripada tidak ada yang mapin aph coba ini orang wkwkwk
fear,baca cerita    ini emang kacau  niat baca biar tidur malah jadi parno tidak bisa tidur 
anger,jangan main dengan sara  mereka yang bermain dengan sara apalagi mendekati tahun politik  hampir dapat di pasti ujungnya konflik    
anger,ahoker pdip ini kenapa ya tidak pernah obyektif menilai prestasi  kenapa ahok selalu diklaim paling berprestasi  penyesatan opini publik adalah jahat menurut saya sih   
fear,weh kamu memang saya penjahat apa harus di hatiin eh hana saya minta nomer kamu boleh kaga
fear,tapi so far tidak ada yang aneh sih ka malah banyak yang support justru lebih ngeri netizen di ig kayanya wkwk jangan dikunci sayang ka
anger,   aku bukan antrinya sih ya tapi nunggu tanda tangan wadek akademik ini masyaallah bget yak  belum lagi kalau elemen yang tempat berurusan udah dtng  ya apalagi ini bln puasa dtng telat pulang cepat hmmm
love,saya menyayanginya dengan amat hati hati  karena saya mau dia itu utuh dan tidak mau melihatnya terluka  semoga kau merasakan apa yang saya rasa  kau orang yang paling aku sayang setelah ibu 
love,cuma  karena dia gambarin karakter anime yang dia bilang sifatnya mirip aku dan ngeliatin matahari sore berdua di belakang sekolah  aku bisa  sekelepek kelepek  itu dulu 
happy,yanga namanya pertemanan pasti ada suka dukanya  dan disinilah kita belajar dan berproses bersama  grumpytard minoruliciouces 
happy,hrsnya tuh orang malah berlomba gasih jadi ambisius dhdkdjdj aku selalu kagum sama orang yang punya keinginan keras untuk mencapai tujuan dia   karena artinya dia yakin sama tujuannya dan dia tidak main sama mimpinya  it s mesmerizing 
love,sebenernya aku sayang  di stiap kali berpapasan 
love,liat gini doang masa aku degan terus tibatiba bahagia gitu  apagga ini yang dinamakan cinta      cr  i stole this from someone  v
sadness,sudah hari i nangis terus tiap hari  mata tambah sipit saja  ud mau sebulan kematian jonghyun  hati ini rasanya hampa banget  i miss u so much  tt tt tt   
anger,tunjukin barbuk dong kalau asn itu bermasalah sehingga harus diganti   sodorin klipingan koran  udah pantes disebut gubernur magang  
sadness,   hal biasa  ignore  block sebuah bentuk pembiaran terhadap kasus pelecehan seksual  merasa langkah terbaik hanya diam seakan dengan diam pelaku tidak akan berbuat kaya gitu ke orang lain  such logic 
